@relation Data_Cortex_Nuclear

@attribute ﻿MouseID {309_1,309_2,309_3,309_4,309_5,309_6,309_7,309_8,309_9,309_10,309_11,309_12,309_13,309_14,309_15,311_1,311_2,311_3,311_4,311_5,311_6,311_7,311_8,311_9,311_10,311_11,311_12,311_13,311_14,311_15,320_1,320_2,320_3,320_4,320_5,320_6,320_7,320_8,320_9,320_10,320_11,320_12,320_13,320_14,320_15,321_1,321_2,321_3,321_4,321_5,321_6,321_7,321_8,321_9,321_10,321_11,321_12,321_13,321_14,321_15,322_1,322_2,322_3,322_4,322_5,322_6,322_7,322_8,322_9,322_10,322_11,322_12,322_13,322_14,322_15,3415_1,3415_2,3415_3,3415_4,3415_5,3415_6,3415_7,3415_8,3415_9,3415_10,3415_11,3415_12,3415_13,3415_14,3415_15,3499_1,3499_2,3499_3,3499_4,3499_5,3499_6,3499_7,3499_8,3499_9,3499_10,3499_11,3499_12,3499_13,3499_14,3499_15,3507_1,3507_2,3507_3,3507_4,3507_5,3507_6,3507_7,3507_8,3507_9,3507_10,3507_11,3507_12,3507_13,3507_14,3507_15,3520_1,3520_2,3520_3,3520_4,3520_5,3520_6,3520_7,3520_8,3520_9,3520_10,3520_11,3520_12,3520_13,3520_14,3520_15,3521_1,3521_2,3521_3,3521_4,3521_5,3521_6,3521_7,3521_8,3521_9,3521_10,3521_11,3521_12,3521_13,3521_14,3521_15,294_1,294_2,294_3,294_4,294_5,294_6,294_7,294_8,294_9,294_10,294_11,294_12,294_13,294_14,294_15,3412_1,3412_2,3412_3,3412_4,3412_5,3412_6,3412_7,3412_8,3412_9,3412_10,3412_11,3412_12,3412_13,3412_14,3412_15,3413_1,3413_2,3413_3,3413_4,3413_5,3413_6,3413_7,3413_8,3413_9,3413_10,3413_11,3413_12,3413_13,3413_14,3413_15,3419_1,3419_2,3419_3,3419_4,3419_5,3419_6,3419_7,3419_8,3419_9,3419_10,3419_11,3419_12,3419_13,3419_14,3419_15,3420_1,3420_2,3420_3,3420_4,3420_5,3420_6,3420_7,3420_8,3420_9,3420_10,3420_11,3420_12,3420_13,3420_14,3420_15,3500_1,3500_2,3500_3,3500_4,3500_5,3500_6,3500_7,3500_8,3500_9,3500_10,3500_11,3500_12,3500_13,3500_14,3500_15,3503_1,3503_2,3503_3,3503_4,3503_5,3503_6,3503_7,3503_8,3503_9,3503_10,3503_11,3503_12,3503_13,3503_14,3503_15,362_1,362_2,362_3,362_4,362_5,362_6,362_7,362_8,362_9,362_10,362_11,362_12,362_13,362_14,362_15,364_1,364_2,364_3,364_4,364_5,364_6,364_7,364_8,364_9,364_10,364_11,364_12,364_13,364_14,364_15,365_1,365_2,365_3,365_4,365_5,365_6,365_7,365_8,365_9,365_10,365_11,365_12,365_13,365_14,365_15,3477_1,3477_2,3477_3,3477_4,3477_5,3477_6,3477_7,3477_8,3477_9,3477_10,3477_11,3477_12,3477_13,3477_14,3477_15,3478_1,3478_2,3478_3,3478_4,3478_5,3478_6,3478_7,3478_8,3478_9,3478_10,3478_11,3478_12,3478_13,3478_14,3478_15,3479_1,3479_2,3479_3,3479_4,3479_5,3479_6,3479_7,3479_8,3479_9,3479_10,3479_11,3479_12,3479_13,3479_14,3479_15,3480_1,3480_2,3480_3,3480_4,3480_5,3480_6,3480_7,3480_8,3480_9,3480_10,3480_11,3480_12,3480_13,3480_14,3480_15,3484_1,3484_2,3484_3,3484_4,3484_5,3484_6,3484_7,3484_8,3484_9,3484_10,3484_11,3484_12,3484_13,3484_14,3484_15,3497_1,3497_2,3497_3,3497_4,3497_5,3497_6,3497_7,3497_8,3497_9,3497_10,3497_11,3497_12,3497_13,3497_14,3497_15,50810A_1,50810A_2,50810A_3,50810A_4,50810A_5,50810A_6,50810A_7,50810A_8,50810A_9,50810A_10,50810A_11,50810A_12,50810A_13,50810A_14,50810A_15,50810D_1,50810D_2,50810D_3,50810D_4,50810D_5,50810D_6,50810D_7,50810D_8,50810D_9,50810D_10,50810D_11,50810D_12,50810D_13,50810D_14,50810D_15,50810F_1,50810F_2,50810F_3,50810F_4,50810F_5,50810F_6,50810F_7,50810F_8,50810F_9,50810F_10,50810F_11,50810F_12,50810F_13,50810F_14,50810F_15,3422_1,3422_2,3422_3,3422_4,3422_5,3422_6,3422_7,3422_8,3422_9,3422_10,3422_11,3422_12,3422_13,3422_14,3422_15,3423_1,3423_2,3423_3,3423_4,3423_5,3423_6,3423_7,3423_8,3423_9,3423_10,3423_11,3423_12,3423_13,3423_14,3423_15,3424_1,3424_2,3424_3,3424_4,3424_5,3424_6,3424_7,3424_8,3424_9,3424_10,3424_11,3424_12,3424_13,3424_14,3424_15,3481_1,3481_2,3481_3,3481_4,3481_5,3481_6,3481_7,3481_8,3481_9,3481_10,3481_11,3481_12,3481_13,3481_14,3481_15,3488_1,3488_2,3488_3,3488_4,3488_5,3488_6,3488_7,3488_8,3488_9,3488_10,3488_11,3488_12,3488_13,3488_14,3488_15,3489_1,3489_2,3489_3,3489_4,3489_5,3489_6,3489_7,3489_8,3489_9,3489_10,3489_11,3489_12,3489_13,3489_14,3489_15,3490_1,3490_2,3490_3,3490_4,3490_5,3490_6,3490_7,3490_8,3490_9,3490_10,3490_11,3490_12,3490_13,3490_14,3490_15,3516_1,3516_2,3516_3,3516_4,3516_5,3516_6,3516_7,3516_8,3516_9,3516_10,3516_11,3516_12,3516_13,3516_14,3516_15,J2292_1,J2292_2,J2292_3,J2292_4,J2292_5,J2292_6,J2292_7,J2292_8,J2292_9,J2292_10,J2292_11,J2292_12,J2292_13,J2292_14,J2292_15,3414_1,3414_2,3414_3,3414_4,3414_5,3414_6,3414_7,3414_8,3414_9,3414_10,3414_11,3414_12,3414_13,3414_14,3414_15,3416_1,3416_2,3416_3,3416_4,3416_5,3416_6,3416_7,3416_8,3416_9,3416_10,3416_11,3416_12,3416_13,3416_14,3416_15,3417_1,3417_2,3417_3,3417_4,3417_5,3417_6,3417_7,3417_8,3417_9,3417_10,3417_11,3417_12,3417_13,3417_14,3417_15,3429_1,3429_2,3429_3,3429_4,3429_5,3429_6,3429_7,3429_8,3429_9,3429_10,3429_11,3429_12,3429_13,3429_14,3429_15,3504_1,3504_2,3504_3,3504_4,3504_5,3504_6,3504_7,3504_8,3504_9,3504_10,3504_11,3504_12,3504_13,3504_14,3504_15,3505_1,3505_2,3505_3,3505_4,3505_5,3505_6,3505_7,3505_8,3505_9,3505_10,3505_11,3505_12,3505_13,3505_14,3505_15,3522_1,3522_2,3522_3,3522_4,3522_5,3522_6,3522_7,3522_8,3522_9,3522_10,3522_11,3522_12,3522_13,3522_14,3522_15,361_1,361_2,361_3,361_4,361_5,361_6,361_7,361_8,361_9,361_10,361_11,361_12,361_13,361_14,361_15,363_1,363_2,363_3,363_4,363_5,363_6,363_7,363_8,363_9,363_10,363_11,363_12,363_13,363_14,363_15,293_1,293_2,293_3,293_4,293_5,293_6,293_7,293_8,293_9,293_10,293_11,293_12,293_13,293_14,293_15,3411_1,3411_2,3411_3,3411_4,3411_5,3411_6,3411_7,3411_8,3411_9,3411_10,3411_11,3411_12,3411_13,3411_14,3411_15,3418_1,3418_2,3418_3,3418_4,3418_5,3418_6,3418_7,3418_8,3418_9,3418_10,3418_11,3418_12,3418_13,3418_14,3418_15,3501_1,3501_2,3501_3,3501_4,3501_5,3501_6,3501_7,3501_8,3501_9,3501_10,3501_11,3501_12,3501_13,3501_14,3501_15,3502_1,3502_2,3502_3,3502_4,3502_5,3502_6,3502_7,3502_8,3502_9,3502_10,3502_11,3502_12,3502_13,3502_14,3502_15,3530_1,3530_2,3530_3,3530_4,3530_5,3530_6,3530_7,3530_8,3530_9,3530_10,3530_11,3530_12,3530_13,3530_14,3530_15,3534_1,3534_2,3534_3,3534_4,3534_5,3534_6,3534_7,3534_8,3534_9,3534_10,3534_11,3534_12,3534_13,3534_14,3534_15,3605_1,3605_2,3605_3,3605_4,3605_5,3605_6,3605_7,3605_8,3605_9,3605_10,3605_11,3605_12,3605_13,3605_14,3605_15,3606_1,3606_2,3606_3,3606_4,3606_5,3606_6,3606_7,3606_8,3606_9,3606_10,3606_11,3606_12,3606_13,3606_14,3606_15,18899_1,18899_2,18899_3,18899_4,18899_5,18899_6,18899_7,18899_8,18899_9,18899_10,18899_11,18899_12,18899_13,18899_14,18899_15,3476_1,3476_2,3476_3,3476_4,3476_5,3476_6,3476_7,3476_8,3476_9,3476_10,3476_11,3476_12,3476_13,3476_14,3476_15,3483_1,3483_2,3483_3,3483_4,3483_5,3483_6,3483_7,3483_8,3483_9,3483_10,3483_11,3483_12,3483_13,3483_14,3483_15,3498_1,3498_2,3498_3,3498_4,3498_5,3498_6,3498_7,3498_8,3498_9,3498_10,3498_11,3498_12,3498_13,3498_14,3498_15,50810B_1,50810B_2,50810B_3,50810B_4,50810B_5,50810B_6,50810B_7,50810B_8,50810B_9,50810B_10,50810B_11,50810B_12,50810B_13,50810B_14,50810B_15,50810C_1,50810C_2,50810C_3,50810C_4,50810C_5,50810C_6,50810C_7,50810C_8,50810C_9,50810C_10,50810C_11,50810C_12,50810C_13,50810C_14,50810C_15,50810E_1,50810E_2,50810E_3,50810E_4,50810E_5,50810E_6,50810E_7,50810E_8,50810E_9,50810E_10,50810E_11,50810E_12,50810E_13,50810E_14,50810E_15,3421_1,3421_2,3421_3,3421_4,3421_5,3421_6,3421_7,3421_8,3421_9,3421_10,3421_11,3421_12,3421_13,3421_14,3421_15,3425_1,3425_2,3425_3,3425_4,3425_5,3425_6,3425_7,3425_8,3425_9,3425_10,3425_11,3425_12,3425_13,3425_14,3425_15,3426_1,3426_2,3426_3,3426_4,3426_5,3426_6,3426_7,3426_8,3426_9,3426_10,3426_11,3426_12,3426_13,3426_14,3426_15,3491_1,3491_2,3491_3,3491_4,3491_5,3491_6,3491_7,3491_8,3491_9,3491_10,3491_11,3491_12,3491_13,3491_14,3491_15,3513_1,3513_2,3513_3,3513_4,3513_5,3513_6,3513_7,3513_8,3513_9,3513_10,3513_11,3513_12,3513_13,3513_14,3513_15,3517_1,3517_2,3517_3,3517_4,3517_5,3517_6,3517_7,3517_8,3517_9,3517_10,3517_11,3517_12,3517_13,3517_14,3517_15,3525_1,3525_2,3525_3,3525_4,3525_5,3525_6,3525_7,3525_8,3525_9,3525_10,3525_11,3525_12,3525_13,3525_14,3525_15,J1291_1,J1291_2,J1291_3,J1291_4,J1291_5,J1291_6,J1291_7,J1291_8,J1291_9,J1291_10,J1291_11,J1291_12,J1291_13,J1291_14,J1291_15,J3295_1,J3295_2,J3295_3,J3295_4,J3295_5,J3295_6,J3295_7,J3295_8,J3295_9,J3295_10,J3295_11,J3295_12,J3295_13,J3295_14,J3295_15}
@attribute DYRK1A_N numeric
@attribute ITSN1_N numeric
@attribute BDNF_N numeric
@attribute NR1_N numeric
@attribute NR2A_N numeric
@attribute pAKT_N numeric
@attribute pBRAF_N numeric
@attribute pCAMKII_N numeric
@attribute pCREB_N numeric
@attribute pELK_N numeric
@attribute pERK_N numeric
@attribute pJNK_N numeric
@attribute PKCA_N numeric
@attribute pMEK_N numeric
@attribute pNR1_N numeric
@attribute pNR2A_N numeric
@attribute pNR2B_N numeric
@attribute pPKCAB_N numeric
@attribute pRSK_N numeric
@attribute AKT_N numeric
@attribute BRAF_N numeric
@attribute CAMKII_N numeric
@attribute CREB_N numeric
@attribute ELK_N numeric
@attribute ERK_N numeric
@attribute GSK3B_N numeric
@attribute JNK_N numeric
@attribute MEK_N numeric
@attribute TRKA_N numeric
@attribute RSK_N numeric
@attribute APP_N numeric
@attribute Bcatenin_N numeric
@attribute SOD1_N numeric
@attribute MTOR_N numeric
@attribute P38_N numeric
@attribute pMTOR_N numeric
@attribute DSCR1_N numeric
@attribute AMPKA_N numeric
@attribute NR2B_N numeric
@attribute pNUMB_N numeric
@attribute RAPTOR_N numeric
@attribute TIAM1_N numeric
@attribute pP70S6_N numeric
@attribute NUMB_N numeric
@attribute P70S6_N numeric
@attribute pGSK3B_N numeric
@attribute pPKCG_N numeric
@attribute CDK5_N numeric
@attribute S6_N numeric
@attribute ADARB1_N numeric
@attribute AcetylH3K9_N numeric
@attribute RRP1_N numeric
@attribute BAX_N numeric
@attribute ARC_N numeric
@attribute ERBB4_N numeric
@attribute nNOS_N numeric
@attribute Tau_N numeric
@attribute GFAP_N numeric
@attribute GluR3_N numeric
@attribute GluR4_N numeric
@attribute IL1B_N numeric
@attribute P3525_N numeric
@attribute pCASP9_N numeric
@attribute PSD95_N numeric
@attribute SNCA_N numeric
@attribute Ubiquitin_N numeric
@attribute pGSK3B_Tyr216_N numeric
@attribute SHH_N numeric
@attribute BAD_N numeric
@attribute BCL2_N numeric
@attribute pS6_N numeric
@attribute pCFOS_N numeric
@attribute SYP_N numeric
@attribute H3AcK18_N numeric
@attribute EGR1_N numeric
@attribute H3MeK4_N numeric
@attribute CaNA_N numeric
@attribute Genotype {Control,Ts65Dn}
@attribute Treatment {Memantine,Saline}
@attribute Behavior {C/S,S/C}
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
294_15,0.314398,0.495266,0.36239,2.510611,3.522364,0.317662,0.279465,4.945478,0.246164,1.4476,0.4254,0.378061,0.329089,0.34476,0.933725,0.891936,1.754816,1.158668,0.461639,0.685602,0.367613,0.495266,0.27522,0.972902,1.954293,1.121123,0.281097,0.303624,0.720535,0.21874,0.432909,2.047339,0.606595,0.612471,0.669931,0.981717,0.666667,0.387202,0.704538,0.410708,0.403852,0.471107,0.526934,0.137995,0.900809,0.133845,1.497614,0.309815,0.230753,0.874663,0.060178,0.155426,0.151069,0.13841,0.169537,0.185308,0.147956,0.118282,0.26354,0.134883,0.627724,0.308778,1.671509,2.337414,0.221208,1.469184,0.840008,0.305043,?,?,0.13841,0.150239,0.530816,?,0.30774,0.322889,1.096908,Control,Memantine,S/C,c-SC-m
3412_1,0.270482,0.447235,0.281872,2.485934,4.341567,0.25621,0.180458,6.651297,0.215589,1.175518,0.390284,0.390421,0.302456,0.294223,0.930561,1.339371,1.911623,1.272952,0.545492,0.719226,0.224509,0.340744,0.165912,1.233978,2.357211,1.072869,0.230273,0.27254,0.714423,0.159462,0.336215,2.56292,0.78743,0.442843,0.464526,0.964457,0.554,0.348429,0.553589,0.32208,0.296007,0.358309,0.429944,0.190691,1.241577,0.150747,1.96596,0.300712,0.40257,0.999739,0.203022,0.171587,0.194599,0.132685,0.171935,0.203803,0.193036,0.118618,0.290552,0.158301,0.60125,0.291855,1.97421,2.820771,0.163946,1.473081,0.877909,0.214484,0.150747,0.134769,0.132685,0.1405,0.478291,0.150139,0.192428,0.210056,0.927145,Control,Memantine,S/C,c-SC-m
3412_2,0.265892,0.452814,0.298376,2.481098,4.712686,0.24951,0.185942,6.763512,0.221367,1.16368,0.409549,0.403108,0.311117,0.297676,0.925931,1.359983,1.920891,1.323999,0.50392,0.714086,0.231168,0.347802,0.16914,1.211145,2.384206,1.092831,0.230048,0.272193,0.729908,0.161579,0.345842,2.58401,0.797816,0.444693,0.447074,0.994679,0.559927,0.356763,0.552926,0.321339,0.294315,0.365724,0.440353,0.185962,1.23003,0.145517,1.886502,0.283704,0.383215,1.002781,0.2061,0.1606,0.187816,0.130772,0.163296,0.201129,0.191776,0.115605,0.278986,0.1515,0.574907,0.280334,1.951045,2.675093,0.157061,1.422565,0.842939,0.211746,0.146023,0.128413,0.130772,0.13271,0.441692,0.144338,0.185962,0.202983,0.89122,Control,Memantine,S/C,c-SC-m
3412_3,0.274457,0.464007,0.303706,2.524066,4.609399,0.245492,0.182593,6.767571,0.236547,1.192674,0.415874,0.402243,0.305552,0.298736,0.972171,1.41275,1.991055,1.352123,0.487576,0.704671,0.235127,0.342326,0.168252,1.233707,2.737896,1.075252,0.239529,0.272185,0.740735,0.164419,0.347721,2.593071,0.806191,0.447395,0.470822,1.021866,0.56723,0.356382,0.563822,0.329689,0.292347,0.349425,0.439017,0.186339,1.205927,0.140465,1.913025,0.277331,0.377783,1.031726,0.188682,0.159551,0.183158,0.128913,0.163402,0.198811,0.189854,0.106981,0.270886,0.147832,0.59116,0.269211,1.975557,2.665997,0.153943,1.393688,0.860874,0.216474,0.146241,0.12523,0.128913,0.141888,0.448435,0.142558,0.188934,0.194375,0.872258,Control,Memantine,S/C,c-SC-m
3412_4,0.267213,0.424056,0.293354,2.309756,3.925679,0.256279,0.18845,6.288912,0.20844,1.2204,0.385956,0.385614,0.304801,0.295917,0.854946,1.266017,1.769862,1.244148,0.528789,0.685631,0.238168,0.360157,0.177003,1.15428,2.123697,1.001709,0.23646,0.261575,0.693491,0.168973,0.347514,2.303947,0.739792,0.462327,0.489151,0.896634,0.577994,0.345122,0.574748,0.330087,0.298309,0.36067,0.445413,0.187788,1.226962,0.160849,1.946459,0.308228,0.390953,0.917499,0.195533,0.175441,0.193849,0.139073,0.178808,0.205747,0.209788,0.128971,0.309911,0.167134,0.644517,0.293187,1.998429,2.830733,0.173308,1.517791,0.880907,0.215063,0.16444,0.16141,0.139073,0.155012,0.455494,0.184196,0.213941,0.234145,0.979796,Control,Memantine,S/C,c-SC-m
3412_5,0.273375,0.437087,0.304831,2.375739,3.883559,0.257212,0.191519,6.477407,0.21585,1.183177,0.410149,0.392944,0.31439,0.298227,0.911018,1.287452,1.815085,1.291623,0.505561,0.681091,0.240528,0.353841,0.178832,1.139555,2.158846,1.018596,0.236705,0.270073,0.704901,0.167362,0.37626,2.321342,0.759645,0.45829,0.463851,0.903893,0.576121,0.34463,0.567431,0.317518,0.321863,0.352972,0.45325,0.182097,1.158074,0.15577,1.911913,0.305397,0.382295,0.922663,0.196468,0.178039,0.187363,0.140412,0.172115,0.20656,0.204695,0.128565,0.293221,0.158732,0.617266,0.290259,1.971259,2.699539,0.180671,1.472356,0.866608,0.212264,0.159939,0.145678,0.140412,0.156209,0.482668,0.177929,0.208973,0.235191,0.947345,Control,Memantine,S/C,c-SC-m
3412_6,0.270943,0.442692,0.298283,2.369611,2.350683,0.247809,0.210305,6.474238,0.223624,1.150368,0.382229,0.398878,0.295654,0.303014,0.925868,1.294252,1.844725,1.285138,0.471784,0.334911,0.268665,0.35489,0.201542,1.138275,2.160358,1.023134,0.239047,0.267964,0.721521,0.169295,0.345426,2.322818,0.758149,0.466351,0.478093,0.881002,0.575359,0.343673,0.599019,0.321241,0.280407,0.352611,0.442692,0.185117,1.172769,0.152188,1.879549,0.298744,0.371425,1.027513,0.195082,0.166053,0.191833,0.134315,0.174502,0.205156,0.207972,0.129116,0.296252,0.158687,0.614926,0.279138,1.990035,2.732344,0.174827,1.448007,0.865035,0.208731,0.158795,0.141356,0.134315,0.14753,0.474328,0.158471,0.210139,0.221404,0.930784,Control,Memantine,S/C,c-SC-m
3412_7,0.277742,0.418229,0.300151,2.272786,3.487826,0.286361,0.204913,6.069166,0.211592,1.344969,0.397975,0.414566,0.321482,0.314156,0.885585,1.182935,1.689938,1.186598,0.524456,0.713639,0.252963,0.37061,0.192631,1.053652,1.946779,0.966602,0.247576,0.266753,0.680241,0.190261,0.356604,2.129067,0.711916,0.463909,0.539754,0.906701,0.626805,0.35014,0.600302,0.334195,0.301875,0.377936,0.465632,0.16669,1.083275,0.150513,1.821072,0.300886,0.33338,0.849627,0.176818,0.174145,0.173442,0.13082,0.165846,0.191869,0.191447,0.120973,0.302996,0.158953,0.612041,0.282881,1.862569,2.72373,0.178084,1.458292,0.846533,0.207343,0.195808,0.16669,0.13082,0.164017,0.447039,0.188353,0.241806,0.257561,1.010128,Control,Memantine,S/C,c-SC-m
3412_8,0.292091,0.419935,0.299458,2.291658,3.671506,0.270639,0.196966,6.048754,0.213434,1.230553,0.399567,0.391549,0.300975,0.308992,0.891224,1.16468,1.714626,1.211701,0.505525,0.703359,0.261972,0.373131,0.190683,1.066522,2.034886,0.953629,0.24312,0.27519,0.680173,0.191116,0.35428,2.095775,0.707909,0.477573,0.47909,0.893608,0.601733,0.345829,0.613218,0.320043,0.304442,0.369881,0.453738,0.165135,1.058565,0.14319,1.76615,0.309834,0.32547,0.811548,0.175422,0.163078,0.172953,0.128377,0.166232,0.191469,0.183514,0.120148,0.296941,0.157729,0.584556,0.279111,1.842408,2.617062,0.178302,1.418187,0.819778,0.202167,0.177616,0.158414,0.128377,0.143602,0.459608,0.174736,0.233438,0.284186,0.99808,Control,Memantine,S/C,c-SC-m
3412_9,0.287296,0.442345,0.294463,2.271661,3.709446,0.262758,0.198263,6.013464,0.22215,1.172856,0.38241,0.395223,0.298154,0.296851,0.848208,1.180456,1.748969,1.20456,0.514658,0.696634,0.262324,0.371336,0.215201,1.057763,1.937025,0.977633,0.25342,0.272096,0.687948,0.189359,0.352443,2.121607,0.723127,0.468621,0.444734,0.860803,0.59848,0.344843,0.564604,0.313355,0.281216,0.351792,0.447774,0.164664,1.059257,0.139678,1.752731,0.286319,0.337794,0.870426,0.167395,0.157974,0.166985,0.131076,0.170808,0.192245,0.19006,0.110459,0.286455,0.150055,0.608001,0.284817,1.926133,2.625205,0.183097,1.384353,0.805844,0.209448,0.187193,0.182004,0.131076,0.143501,0.465183,0.191562,0.232114,0.247269,0.996723,Control,Memantine,S/C,c-SC-m
3412_10,0.276746,0.397167,0.304348,2.138984,3.207132,0.277723,0.200782,5.605276,0.206644,1.291891,0.407426,0.424279,0.296532,0.301417,0.815828,1.095994,1.59917,1.140694,0.502687,0.631412,0.268197,0.406448,0.202736,1.015633,1.75916,0.899121,0.24597,0.307767,0.640205,0.189057,0.347826,1.896678,0.672692,0.506351,0.566194,0.904494,0.638495,0.358329,0.637274,0.345383,0.344895,0.420127,0.476063,0.158369,0.983174,0.162359,1.807806,0.337207,0.335993,0.824111,0.167389,0.175889,0.169297,0.131483,0.163053,0.180572,0.209887,0.128361,0.314831,0.172246,0.664527,0.309974,1.950564,2.691934,0.199133,1.492628,0.847008,0.218387,0.209367,0.18196,0.131483,0.162359,0.521422,0.206071,0.284649,0.305637,1.025152,Control,Memantine,S/C,c-SC-m
3412_11,0.267985,0.401483,0.299629,2.146106,3.278863,0.256119,0.201978,5.705068,0.213844,1.254635,0.383189,0.389864,0.294685,0.295426,0.813103,1.09864,1.637577,1.148578,0.475402,0.658344,0.257849,0.386156,0.202719,0.998764,1.826947,0.933251,0.240297,0.272682,0.656613,0.182695,0.354017,1.950556,0.684302,0.512732,0.513968,0.926576,0.620272,0.349815,0.594314,0.351051,0.342398,0.395056,0.463535,0.16233,0.996381,0.161468,1.86955,0.336205,0.334138,0.77839,0.17198,0.179045,0.170946,0.135447,0.175771,0.205756,0.208857,0.135792,0.320352,0.168361,0.648458,0.293986,1.892297,2.652249,0.199035,1.490608,0.842323,0.226607,0.224539,0.199207,0.135447,0.160434,0.513183,0.198001,0.315009,0.312942,1.041358,Control,Memantine,S/C,c-SC-m
3412_12,0.265617,0.403048,0.321589,2.18016,3.184658,0.274363,0.212144,5.701649,0.223388,1.202649,0.38006,0.395052,0.31959,0.291104,0.877311,1.098201,1.650925,1.158421,0.5,0.66067,0.275612,0.383808,0.201649,0.981509,1.792854,0.928036,0.256372,0.266617,0.658171,0.186657,0.389555,1.963018,0.693403,0.487256,0.571964,0.884058,0.624688,0.364068,0.603698,0.338081,0.34083,0.389555,0.457021,0.157692,0.9693,0.15182,1.781245,0.31488,0.327965,0.780574,0.164066,0.176984,0.17128,0.128837,0.172958,0.183358,0.209361,0.118101,0.295588,0.155846,0.651569,0.287703,1.843315,2.546553,0.204328,1.416373,0.8257,0.217749,0.202986,0.210032,0.128837,0.16155,0.47945,0.193256,0.287871,0.282671,0.983728,Control,Memantine,S/C,c-SC-m
3412_13,0.269688,0.408125,0.317188,2.13875,3.045,0.314375,0.225,5.321562,0.225938,1.3475,0.457188,0.39125,0.306875,0.34875,0.815,1.04625,1.577187,1.105,0.527188,0.69625,0.299063,0.407187,0.200937,0.953438,1.71125,0.890938,0.255937,0.291563,0.639375,0.215938,0.38625,1.825,0.741875,0.55125,0.655625,0.96,0.713125,0.364375,0.675937,0.370625,0.435,0.497812,0.52375,0.145773,0.870599,0.156762,1.781117,0.321148,0.30545,0.752411,0.145548,0.184795,0.153398,0.121776,0.174927,0.171115,0.177394,0.139045,0.331016,0.177394,0.700606,0.326979,1.925768,2.597668,0.218883,1.478807,0.860283,0.247589,0.229199,0.213949,0.121776,0.205876,0.484189,0.24288,0.340884,0.355461,1.049338,Control,Memantine,S/C,c-SC-m
3412_14,0.282872,0.409698,0.317687,2.115636,2.917936,0.310849,0.317066,5.357787,0.232826,1.321728,0.396954,0.399751,0.325769,0.321107,0.842089,1.050668,1.563258,1.099782,0.479329,0.654025,0.363693,0.398197,0.216972,0.933789,1.704383,0.859807,0.261113,0.301834,0.641281,0.21604,0.386385,1.80945,0.675785,0.533105,0.601803,0.932235,0.701585,0.364625,0.678272,0.359652,0.416537,0.428039,0.529375,0.141748,0.892413,0.155723,1.748447,0.329636,0.289707,0.743567,0.155058,0.192103,0.158385,0.133319,0.167036,0.17835,0.191216,0.131988,0.320319,0.176575,0.679902,0.318988,1.920142,2.543256,0.230035,1.470275,0.837844,0.228705,0.266193,0.238021,0.133319,0.163043,0.477817,0.252662,0.360692,0.372005,1.062555,Control,Memantine,S/C,c-SC-m
3412_15,0.294271,0.432292,0.346354,2.186198,3.095052,0.313802,0.236003,5.60026,0.23763,1.318685,0.416667,0.405599,0.318359,0.351237,0.858073,1.104818,1.630534,1.139648,0.482096,0.701823,0.327474,0.416341,0.210938,0.989909,1.752279,0.914063,0.308594,0.307617,0.673503,0.221354,0.387044,1.889974,0.760742,0.552409,0.672526,0.977539,0.721354,0.393555,0.713542,0.37207,0.39974,0.461589,0.539388,0.137396,0.867409,0.152687,1.71931,0.330275,0.292704,0.714504,0.142857,0.180647,0.141765,0.131498,0.166667,0.178681,0.195063,0.132809,0.318261,0.162516,0.664701,0.312363,1.838139,2.499563,0.231542,1.417213,0.815422,0.219965,0.252512,0.20948,0.131498,0.191131,0.510048,0.224334,0.323067,0.33661,1.013106,Control,Memantine,S/C,c-SC-m
3413_1,0.231924,0.410252,0.265468,2.386871,4.552428,0.216547,0.158993,5.497302,0.202068,1,0.328327,0.342536,0.280845,0.267446,0.948381,1.220773,1.83723,1.248651,0.467086,0.753777,0.166457,0.289568,0.136781,1.473831,2.480576,1.005755,0.20036,0.242536,0.636061,0.115018,0.31223,2.569694,0.798381,0.406385,0.424281,0.952158,0.506295,0.378147,0.485162,0.308723,0.288759,0.378327,0.294155,0.196562,1.222155,0.141916,1.597979,0.268948,0.364675,1.170749,0.129174,0.158007,0.185413,0.139884,0.151417,0.224956,0.165806,0.113357,0.269826,0.145925,0.610721,0.330185,1.979954,2.369398,0.196232,1.482865,0.843475,0.233139,0.12511,0.115773,0.139884,0.147408,0.451395,0.125659,0.163445,0.146804,0.901527,Control,Memantine,S/C,c-SC-m
3413_2,0.212311,0.400141,0.115181,2.284431,4.299313,0.209052,0.154368,5.344752,0.192321,0.96187,0.335417,0.32758,0.272279,0.256781,0.91379,1.163526,1.77994,1.18739,0.495069,0.725079,0.164583,0.279324,0.13024,1.392128,2.389926,0.984149,0.199278,0.241194,0.618175,0.115446,0.304685,2.520958,0.785752,0.401638,0.414142,0.921275,0.491194,0.362892,0.496125,0.2972,0.274569,0.362452,0.286368,0.205511,1.275654,0.146602,1.566901,0.283982,0.374134,1.039347,0.140789,0.156662,0.188464,0.145596,0.154818,0.21641,0.170411,0.115415,0.270177,0.145428,0.621507,0.321987,1.910295,2.40493,0.217583,1.50844,0.874245,0.255701,0.133803,0.126425,0.145596,0.155433,0.443941,0.129108,0.170803,0.150458,0.898223,Control,Memantine,S/C,c-SC-m
